word,freq,mean
وفق,43,0.0035833333333333333
حرب,43,0.0035833333333333333
دائما,43,0.0035833333333333333
حوط,43,0.0035833333333333333
توج,43,0.0035833333333333333
شيت,43,0.0035833333333333333
جوب,42,0.0035
فوح,42,0.0035
حظظ,42,0.0035
ضيف,42,0.0035
حقر,42,0.0035
بشر,42,0.0035
فجأ,42,0.0035
مثل,42,0.0035
لعن,42,0.0035
طبق,42,0.0035
فيديو,42,0.0035
ولد,42,0.0035
بور,41,0.003416666666666667
لوف,41,0.003416666666666667
أله,41,0.003416666666666667
خلص,41,0.003416666666666667
سلك,41,0.003416666666666667
حقب,41,0.003416666666666667
ر,41,0.003416666666666667
ربط,41,0.003416666666666667
جدر,41,0.003416666666666667
وسن,41,0.003416666666666667
سفل,41,0.003416666666666667
ترجم,40,0.0033333333333333335
زول,40,0.0033333333333333335
رهن,40,0.0033333333333333335
صعد,40,0.0033333333333333335
مزح,40,0.0033333333333333335
نوم,40,0.0033333333333333335
سري,40,0.0033333333333333335
جزأ,40,0.0033333333333333335
س,40,0.0033333333333333335
سوح,39,0.00325
ضحي,39,0.00325
بضع,39,0.00325
يسر,39,0.00325
سهل,39,0.00325
رضي,39,0.00325
قبض,39,0.00325
دكتور,38,0.0031666666666666666
شري,38,0.0031666666666666666
دمي,38,0.0031666666666666666
كذب,38,0.0031666666666666666
علن,38,0.0031666666666666666
شون,38,0.0031666666666666666
ذكي,38,0.0031666666666666666
برع,37,0.0030833333333333333
صعب,37,0.0030833333333333333
فني,37,0.0030833333333333333
فود,37,0.0030833333333333333
حذر,36,0.003
لزم,36,0.003
هنأ,36,0.003
طوب,36,0.003
عشي,36,0.003
حلل,36,0.003
بيغفوت,36,0.003
عجز,35,0.002916666666666667
عطف,35,0.002916666666666667
متع,35,0.002916666666666667
نهض,35,0.002916666666666667
فول,35,0.002916666666666667
أمل,35,0.002916666666666667
تهم,35,0.002916666666666667
بدل,34,0.0028333333333333335
برد,34,0.0028333333333333335
عثر,34,0.0028333333333333335
جئت,34,0.0028333333333333335
قرأ,34,0.0028333333333333335
لخص,34,0.0028333333333333335
قلب,34,0.0028333333333333335
حوز,34,0.0028333333333333335
وجب,34,0.0028333333333333335
شفي,34,0.0028333333333333335
نشأ,34,0.0028333333333333335
ج,34,0.0028333333333333335
غدي,34,0.0028333333333333335
بوأ,34,0.0028333333333333335
كوب,34,0.0028333333333333335
حري,34,0.0028333333333333335
حوي,33,0.00275
صباح,33,0.00275
ثلج,33,0.00275
دكك,33,0.00275
صوت,33,0.00275
جهل,33,0.00275
كوي,33,0.00275
وعد,33,0.00275
وسط,33,0.00275
لوي,33,0.00275
كوستيلو,33,0.00275
بوت,32,0.0026666666666666666
عمد,32,0.0026666666666666666
دنا,32,0.0026666666666666666
نزه,32,0.0026666666666666666
سكن,32,0.0026666666666666666
صفف,32,0.0026666666666666666
درك,32,0.0026666666666666666
رمز,32,0.0026666666666666666
عدد,32,0.0026666666666666666
روب,32,0.0026666666666666666
ميكي,32,0.0026666666666666666
نظف,31,0.0025833333333333333
جسد,31,0.0025833333333333333
رخص,31,0.0025833333333333333
عور,31,0.0025833333333333333
صحي,31,0.0025833333333333333
لطف,31,0.0025833333333333333
نقم,31,0.0025833333333333333
كل,31,0.0025833333333333333
سوس,31,0.0025833333333333333
لبد,31,0.0025833333333333333
ايبتسون,31,0.0025833333333333333
وضح,31,0.0025833333333333333
رني,31,0.0025833333333333333
جلي,31,0.0025833333333333333
جنس,31,0.0025833333333333333
تجر,31,0.0025833333333333333
عرق,31,0.0025833333333333333
قذر,30,0.0025
فور,30,0.0025
روكو,30,0.0025
رتب,30,0.0025
بوح,30,0.0025
غدر,30,0.0025
عمي,30,0.0025
عهر,30,0.0025
سطع,30,0.0025
حرف,30,0.0025
ميد,30,0.0025
طرد,30,0.0025
ب,30,0.0025
سحب,29,0.002416666666666667
مسك,29,0.002416666666666667
شقي,29,0.002416666666666667
بكر,29,0.002416666666666667
نشر,29,0.002416666666666667
عبث,29,0.002416666666666667
أكل,29,0.002416666666666667
خزن,29,0.002416666666666667
د,29,0.002416666666666667
جون,29,0.002416666666666667
فسد,29,0.002416666666666667
مارزين,29,0.002416666666666667
جوز,28,0.0023333333333333335
روم,28,0.0023333333333333335
عجل,28,0.0023333333333333335
ربأ,28,0.0023333333333333335
روض,28,0.0023333333333333335
حرق,28,0.0023333333333333335
رهب,28,0.0023333333333333335
فوق,28,0.0023333333333333335
نتج,28,0.0023333333333333335
موه,28,0.0023333333333333335
اي,28,0.0023333333333333335
دلل,28,0.0023333333333333335
عمر,28,0.0023333333333333335
علج,28,0.0023333333333333335
غوط,27,0.00225
ضحك,27,0.00225
نقذ,27,0.00225
زجج,27,0.00225
أبق,27,0.00225
تيل,27,0.00225
ورق,27,0.00225
لشي,27,0.00225
برح,27,0.00225
نكأ,27,0.00225
خلي,27,0.00225
حوت,27,0.00225
حود,27,0.00225
ضعف,27,0.00225
شور,27,0.00225
قنأ,27,0.00225
سمر,27,0.00225
وسم,27,0.00225
عاد,27,0.00225
صحف,27,0.00225
دله,27,0.00225
موردكاي,27,0.00225
شاستا,27,0.00225
دوفرين,27,0.00225
طلل,26,0.0021666666666666666
ودع,26,0.0021666666666666666
هدف,26,0.0021666666666666666
جزل,26,0.0021666666666666666
رقأ,26,0.0021666666666666666
شقق,26,0.0021666666666666666
توه,26,0.0021666666666666666
بله,26,0.0021666666666666666
سبل,26,0.0021666666666666666
خبأ,26,0.0021666666666666666
ضوع,26,0.0021666666666666666
فرص,26,0.0021666666666666666
صبأ,26,0.0021666666666666666
فيرجل,26,0.0021666666666666666
قعي,26,0.0021666666666666666
ليي,26,0.0021666666666666666
برك,26,0.0021666666666666666
سجد,26,0.0021666666666666666
وشي,26,0.0021666666666666666
لبس,25,0.0020833333333333333
منح,25,0.0020833333333333333
